filename,original_path,content_hash,processed_date
campaign_101_summary_report.pdf,/Users/lolo/shared/projects/turing/sprint-4/project-4/docs_loader/docs/landing/campaign_101_summary_report.pdf,9229b2821f630fe7ea4dcb28e4be1604,2025-09-22T20:53:06.559648
